,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,awards_won,avg_training_score,clusters
4146,1,36,2.0,10,1,0,46,2
4147,1,52,5.0,9,0,0,59,2
4148,1,31,5.0,8,0,0,82,3
4149,1,36,2.0,7,0,0,54,2
4150,1,32,3.0,5,0,0,87,3
4151,1,47,3.0,4,1,1,71,3
4152,1,42,3.0,9,0,0,69,2
4153,1,32,3.0,5,1,0,45,2
4154,2,45,4.0,11,0,0,81,3
4155,1,33,1.0,5,0,0,56,2
4156,2,25,3.5,1,0,0,49,1
4157,3,37,3.0,7,0,0,49,1
4158,2,32,3.0,10,0,0,48,1
4159,1,46,4.0,19,0,0,58,2
4160,2,30,5.0,2,0,0,72,3
4161,1,32,4.0,5,0,0,57,2
4162,1,39,3.0,10,0,0,84,3
4163,1,29,5.0,3,1,0,62,2
4164,1,31,5.0,7,0,0,83,3
4165,1,43,4.0,14,1,0,84,3
4166,1,36,3.0,8,0,0,81,3
4167,1,29,2.0,5,0,0,70,3
4168,2,28,1.0,3,0,0,50,1
4169,1,32,1.0,7,0,0,45,1
4170,1,43,3.0,3,0,0,78,3
4171,1,43,3.0,10,0,0,56,2
4172,1,39,3.0,5,1,0,81,3
4173,1,40,4.0,10,1,0,59,2
4174,1,35,3.0,5,0,0,56,2
4175,1,22,4.0,2,0,0,50,1
4176,1,39,5.0,12,0,0,84,3
4177,1,32,5.0,5,0,0,56,2
4178,1,39,2.0,10,0,0,70,3
4179,1,48,5.0,6,0,0,62,2
4180,1,38,3.0,4,0,0,86,3
4181,2,24,3.5,1,0,0,49,2
4182,1,48,4.0,5,0,0,49,1
4183,1,38,3.0,10,0,0,49,1
4184,1,35,3.0,7,0,0,75,3
4185,1,33,5.0,7,0,0,69,3
4186,1,32,4.0,3,1,0,82,3
4187,1,39,5.0,3,0,0,81,3
4188,2,38,5.0,8,0,0,61,2
4189,1,27,2.0,4,0,0,54,1
4190,1,26,3.5,1,0,0,44,1
4191,1,40,5.0,7,1,0,47,1
4192,2,25,3.5,1,0,0,41,1
4193,1,27,2.0,5,0,0,45,1
4194,1,45,2.0,2,0,0,66,3
4195,1,33,3.0,3,0,0,50,1
4196,1,36,5.0,8,1,0,47,1
4197,1,36,4.0,4,0,0,52,1
4198,1,28,5.0,4,1,0,88,3
4199,1,30,2.0,3,0,0,48,1
4200,4,27,1.0,2,0,0,52,1
4201,2,43,3.0,12,0,0,49,1
4202,1,36,1.0,2,0,0,72,3
4203,1,35,3.0,8,0,0,87,3
4204,1,30,3.0,3,0,0,79,3
4205,2,37,5.0,5,1,0,84,3
4206,2,37,4.0,10,0,0,89,3
4207,1,31,4.0,10,1,0,57,2
4208,1,32,3.5,1,1,0,68,3
4209,2,27,3.5,1,1,1,86,3
4210,1,33,4.0,5,1,0,86,3
4211,1,40,5.0,12,1,0,63,2
4212,1,29,4.0,5,1,0,48,1
4213,1,40,5.0,10,1,0,60,2
4214,1,26,3.0,2,0,0,59,2
4215,2,33,3.0,6,0,0,73,3
4216,1,32,3.0,7,0,0,85,3
4217,1,35,3.0,8,0,0,58,2
4218,1,27,4.0,2,0,0,54,2
4219,1,33,3.0,6,1,0,87,3
4220,3,29,2.0,4,1,0,70,3
4221,1,53,2.0,5,1,0,50,1
4222,1,28,5.0,4,0,0,78,3
4223,1,36,4.0,8,0,0,61,2
4224,1,47,3.0,4,1,0,80,3
4225,1,29,3.0,3,0,0,60,2
4226,1,34,3.0,4,1,0,58,2
4227,1,33,3.0,7,0,0,70,3
4228,1,32,3.0,7,0,0,60,2
4229,1,59,2.0,17,0,0,51,1
4230,1,35,3.0,10,0,0,73,3
4231,1,33,4.0,4,1,0,50,1
4232,2,29,4.0,3,1,0,83,3
4233,1,37,4.0,10,0,0,49,1
4234,3,36,3.0,9,0,0,87,3
4235,1,30,3.0,2,1,0,85,3
4236,2,39,4.0,10,0,0,80,3
4237,1,35,4.0,6,0,0,76,2
4238,1,39,3.0,6,1,1,57,3
4239,1,39,5.0,13,1,0,62,2
4240,1,42,4.0,6,0,0,50,1
4241,1,37,1.0,11,0,0,48,1
4242,1,44,4.0,3,1,0,51,1
4243,1,46,4.0,4,0,0,49,2
4244,1,40,4.0,12,1,0,65,3
4245,1,31,3.0,3,0,0,80,3
4246,1,27,3.5,1,1,0,62,2
4247,1,49,2.0,18,0,0,54,1
4248,1,44,3.0,2,1,0,61,2
4249,2,33,5.0,2,1,0,78,3
4250,1,36,3.0,3,1,0,80,3
4251,1,25,5.0,2,1,0,80,3
4252,1,39,4.0,9,0,0,62,2
4253,1,47,4.0,13,1,0,61,1
4254,3,27,3.0,4,0,0,82,3
4255,2,33,5.0,2,0,0,65,2
4256,1,37,3.0,3,0,0,58,2
4257,1,33,3.0,4,0,0,84,3
4258,1,30,3.0,4,0,0,80,3
4259,1,29,3.0,4,0,0,73,3
4260,2,27,1.0,4,0,0,51,1
4261,1,32,3.0,6,0,0,45,1
4262,1,28,4.0,3,1,0,60,2
4263,3,26,3.0,3,0,0,44,1
4264,1,27,3.5,1,0,0,50,1
4265,2,25,3.5,1,1,0,59,2
4266,2,34,5.0,7,1,0,53,2
4267,4,32,4.0,5,0,0,49,1
4268,1,31,2.0,5,1,0,82,3
4269,3,45,1.0,19,0,0,52,1
4270,2,48,3.0,17,0,0,82,3
4271,1,31,3.0,6,0,0,87,3
4272,1,52,5.0,17,0,0,45,1
4273,2,31,2.0,7,1,0,81,3
4274,1,28,3.0,3,1,0,74,3
4275,1,26,3.0,2,1,0,86,3
4276,1,35,3.0,3,1,0,60,2
4277,1,26,3.5,1,0,0,75,3
4278,1,33,4.0,5,0,0,72,3
4279,1,31,3.5,1,1,0,53,1
4280,1,38,5.0,2,1,0,53,1
4281,2,28,4.0,2,1,0,65,3
4282,4,30,3.0,8,0,0,67,3
4283,1,35,4.0,10,0,0,52,2
4284,1,28,2.0,5,0,0,53,1
4285,1,28,2.0,2,0,0,47,1
4286,1,33,1.0,7,0,0,58,2
4287,1,55,3.0,13,0,0,51,1
4288,1,42,5.0,7,0,1,70,3
4289,1,42,5.0,13,0,0,48,1
4290,2,32,5.0,3,0,0,51,1
4291,2,26,4.0,3,1,0,59,2
4292,1,51,4.0,3,0,0,70,3
4293,1,26,3.5,1,0,0,76,3
4294,1,34,3.0,7,1,0,48,1
4295,2,45,5.0,13,1,0,70,3
4296,1,34,3.0,7,1,0,59,2
4297,1,34,3.0,6,1,0,57,2
4298,2,32,5.0,6,1,0,61,2
4299,1,38,3.0,7,0,0,82,3
4300,2,27,3.0,2,1,0,48,1
4301,1,32,2.0,7,0,0,95,3
4302,1,40,4.0,6,0,0,81,2
4303,2,47,3.0,19,0,0,84,3
4304,1,39,2.0,3,0,0,45,1
4305,1,40,3.0,6,0,0,58,2
4306,1,36,3.0,6,0,0,86,3
4307,1,38,3.0,4,0,0,66,2
4308,1,46,4.0,14,1,0,48,2
4309,1,27,5.0,2,0,0,53,1
4310,2,29,4.0,2,1,0,48,1
4311,2,37,3.0,2,0,0,49,1
4312,1,34,2.0,7,0,0,51,1
4313,1,28,3.0,3,0,0,83,3
4314,1,20,3.5,1,0,0,69,2
4315,1,40,5.0,10,1,0,57,2
4316,2,25,3.0,3,0,0,57,2
4317,2,32,3.0,6,0,0,51,1
4318,1,32,2.0,8,0,0,51,1
4319,1,50,2.0,3,0,0,48,1
4320,1,32,3.0,8,0,0,50,1
4321,1,36,5.0,4,1,0,55,2
4322,1,35,2.0,3,0,0,71,3
4323,1,32,2.0,2,1,0,49,1
4324,1,32,4.0,5,0,0,71,3
4325,2,39,5.0,3,1,0,82,3
4326,1,30,5.0,6,1,0,59,2
4327,1,36,5.0,3,1,0,68,3
4328,1,30,2.0,5,0,0,49,1
4329,1,33,5.0,3,1,0,61,2
4330,1,30,5.0,7,1,0,60,2
4331,1,32,5.0,6,0,0,59,2
4332,1,31,1.0,7,0,0,63,2
4333,1,31,3.0,3,1,0,52,1
4334,2,33,5.0,5,1,0,88,2
4335,1,39,3.0,8,0,0,51,1
4336,1,40,1.0,6,0,0,80,3
4337,1,33,4.0,5,0,0,65,2
4338,1,31,3.0,5,0,1,68,3
4339,1,27,3.5,1,0,0,87,3
4340,1,38,5.0,8,1,0,49,1
4341,1,30,3.0,1,1,0,58,2
4342,2,39,2.0,5,0,0,57,2
4343,1,42,2.0,5,1,0,85,3
4344,1,38,2.0,8,0,0,47,1
4345,1,38,3.0,8,0,0,68,3
4346,1,32,3.0,6,0,0,83,3
4347,1,37,4.0,2,1,0,65,2
4348,2,33,1.0,4,0,0,56,1
4349,1,26,3.5,1,1,0,47,1
4350,2,31,3.0,6,1,0,49,1
4351,2,26,2.0,3,0,0,70,3
4352,1,34,2.0,3,0,0,54,1
4353,2,32,3.0,6,0,0,81,3
4354,1,45,4.0,6,0,0,48,1
4355,2,26,3.0,2,1,0,49,2
4356,1,30,2.0,5,0,0,69,3
4357,1,28,1.0,3,1,0,86,3
4358,1,28,4.0,3,0,0,58,2
4359,2,45,5.0,7,1,0,46,1
4360,1,28,3.5,1,1,0,48,1
4361,2,28,3.0,6,0,0,83,3
4362,1,47,5.0,16,1,0,70,3
4363,2,27,4.0,3,0,0,60,2
4364,1,42,3.0,5,0,0,52,1
4365,1,32,5.0,5,1,0,86,3
4366,1,30,3.0,3,1,0,55,1
4367,4,30,2.0,5,1,0,52,1
4368,1,24,2.0,2,1,0,53,1
4369,1,33,3.0,5,1,0,58,2
4370,1,33,1.0,6,0,0,79,3
4371,1,32,2.0,7,0,0,49,2
4372,2,27,3.5,1,0,0,86,3
4373,2,34,3.0,10,0,0,58,2
4374,2,30,5.0,6,0,0,50,1
4375,1,28,3.0,7,0,0,59,2
4376,1,24,1.0,3,0,0,50,1
4377,1,37,2.0,12,0,0,48,1
4378,1,48,3.0,19,0,0,48,1
4379,1,46,1.0,19,0,0,63,2
4380,1,39,5.0,9,0,0,59,2
4381,2,37,3.0,8,0,0,78,3
4382,1,33,1.0,2,1,0,48,2
4383,1,41,1.0,15,0,0,51,1
4384,1,27,3.5,1,0,0,60,2
4385,1,41,1.0,7,0,0,62,2
4386,1,39,5.0,9,1,0,56,2
4387,2,35,3.0,3,0,0,53,2
4388,1,56,5.0,18,0,0,56,2
4389,1,38,4.0,5,0,0,56,2
4390,1,31,2.0,2,0,0,70,3
4391,2,38,3.0,8,0,0,68,3
4392,1,27,5.0,3,0,0,61,2
4393,1,45,3.0,4,1,0,56,2
4394,1,39,4.0,7,0,0,50,1
4395,1,36,5.0,8,1,0,82,3
4396,3,24,3.0,2,0,0,53,1
4397,2,27,3.0,6,0,0,57,2
4398,1,34,5.0,8,1,0,72,3
4399,1,24,2.0,3,0,0,51,1
4400,1,31,3.0,4,0,0,55,2
4401,1,35,3.0,3,0,0,54,2
4402,1,34,4.0,8,0,0,49,1
4403,1,33,4.0,7,1,0,83,3
4404,1,30,5.0,4,0,0,57,2
4405,1,32,5.0,4,1,0,86,3
4406,5,40,3.0,10,0,0,70,3
4407,1,32,3.0,7,1,0,90,3
4408,1,51,3.0,3,0,0,49,1
4409,1,39,3.0,6,0,0,61,2
4410,1,36,5.0,9,0,0,49,1
4411,1,31,3.0,5,1,0,60,2
4412,1,36,5.0,8,1,0,47,1
4413,1,34,1.0,3,0,0,60,2
4414,3,45,3.0,18,0,0,72,3
4415,2,36,3.0,4,1,0,60,2
4416,2,39,3.0,8,0,0,79,3
4417,1,33,1.0,6,0,0,51,1
4418,1,27,4.0,4,0,0,50,2
4419,1,31,3.5,1,0,0,56,2
4420,1,31,3.0,5,0,1,84,3
4421,1,37,4.0,7,0,0,45,1
4422,1,32,5.0,6,1,0,81,3
4423,2,32,3.0,7,0,0,48,1
4424,2,35,3.0,8,0,0,83,3
4425,2,22,3.5,1,0,0,84,2
4426,2,29,1.0,3,1,0,48,2
4427,1,28,3.5,1,1,0,47,1
4428,1,34,3.0,4,1,0,79,3
4429,2,27,3.5,1,0,0,86,3
4430,1,43,5.0,3,1,0,77,3
4431,3,27,3.5,1,1,0,80,3
4432,2,29,3.5,1,0,0,50,1
4433,1,34,3.0,10,0,0,59,2
4434,1,27,3.5,1,1,0,83,3
4435,1,28,4.0,2,0,0,81,3
4436,1,40,4.0,5,1,0,61,2
4437,1,28,4.0,5,1,0,45,1
4438,2,30,3.0,3,1,0,79,3
4439,1,33,4.0,7,0,0,58,2
4440,1,43,4.0,11,0,0,45,1
4441,1,50,5.0,19,1,0,60,2
4442,1,30,4.0,7,1,0,57,2
4443,1,38,4.0,4,0,0,79,3
4444,1,44,3.0,5,0,0,48,1
4445,2,32,4.0,4,0,0,55,2
4446,2,51,1.0,19,0,0,48,1
4447,1,44,5.0,6,1,0,84,3
4448,1,29,4.0,2,1,0,62,2
4449,1,36,2.0,10,0,0,63,2
4450,3,30,3.0,5,1,0,98,2
4451,1,36,5.0,9,1,0,71,3
4452,2,56,3.0,3,1,0,49,2
4453,1,46,2.0,3,1,0,51,1
4454,1,30,4.0,6,0,0,48,1
4455,1,37,3.0,10,0,0,53,1
4456,2,29,3.0,3,0,0,84,3
4457,1,42,3.0,4,0,0,67,2
4458,1,34,2.0,4,1,0,48,1
4459,1,39,5.0,3,0,0,45,1
4460,1,31,2.0,2,0,0,59,2
4461,2,43,3.0,7,0,0,86,3
4462,1,35,4.0,9,1,0,47,1
4463,1,37,5.0,8,1,0,57,1
4464,1,35,2.0,7,0,0,47,2
4465,1,37,1.0,3,1,0,74,3
4466,1,26,1.0,4,1,0,50,2
4467,1,46,1.0,14,0,0,53,1
4468,1,43,4.0,2,0,0,61,2
4469,2,33,5.0,8,1,0,65,2
4470,1,48,1.0,11,0,0,80,3
4471,1,54,1.0,23,0,0,46,1
4472,1,34,5.0,3,0,0,53,1
4473,2,22,3.5,1,0,0,50,1
4474,1,36,4.0,4,1,1,51,3
4475,1,47,1.0,14,0,0,61,2
4476,1,25,3.0,2,1,0,50,1
4477,1,39,4.0,9,0,0,64,2
4478,1,34,5.0,6,1,0,50,1
4479,2,50,3.0,15,0,0,51,1
4480,1,52,3.0,16,0,1,97,3
4481,1,29,4.0,2,0,0,51,1
4482,1,28,5.0,6,1,0,90,3
4483,1,38,5.0,11,1,0,51,1
4484,1,42,4.0,8,1,0,58,2
4485,1,29,4.0,2,1,0,48,1
4486,1,50,5.0,8,1,0,71,3
4487,1,27,3.0,3,0,0,50,1
4488,1,35,4.0,7,1,0,82,3
4489,1,26,5.0,2,0,0,52,1
4490,3,38,4.0,6,1,0,66,2
4491,2,41,4.0,2,1,0,73,3
4492,2,34,5.0,8,0,0,73,3
4493,1,44,3.0,14,1,0,61,2
4494,2,51,3.0,5,0,0,57,2
4495,1,28,5.0,2,1,0,63,2
4496,1,40,4.0,7,0,0,70,3
4497,1,34,3.0,9,0,0,54,1
4498,1,50,3.0,18,0,0,49,1
4499,1,28,3.0,3,0,1,74,3
4500,1,33,1.0,9,0,0,48,1
4501,1,46,4.0,4,1,0,72,3
4502,1,30,5.0,4,0,0,58,2
4503,1,35,3.0,5,0,0,58,2
4504,1,52,1.0,14,0,0,53,1
4505,2,28,3.0,4,0,0,48,2
4506,1,34,3.0,7,0,0,60,2
4507,1,25,1.0,2,0,0,52,1
4508,1,35,3.0,9,0,0,51,2
4509,1,45,5.0,18,1,0,85,3
4510,1,54,1.0,4,0,0,53,1
4511,1,30,5.0,2,0,0,59,2
4512,1,31,3.0,6,0,0,68,3
4513,1,28,4.0,3,0,0,61,2
4514,1,28,3.0,5,0,0,52,1
4515,1,40,1.0,5,0,0,52,1
4516,1,52,3.0,15,0,0,81,3
4517,1,34,5.0,5,1,0,57,2
4518,2,32,4.0,8,0,0,83,3
4519,1,34,3.0,7,0,0,79,3
4520,1,31,4.0,4,1,0,64,2
4521,1,31,3.0,5,0,0,81,3
4522,1,29,3.0,5,1,0,80,3
4523,1,58,5.0,26,1,0,44,2
4524,1,28,5.0,5,1,0,67,3
4525,1,43,5.0,10,1,0,68,3
4526,1,30,3.0,12,0,1,73,3
4527,1,34,4.0,6,1,0,85,3
4528,1,32,5.0,5,1,0,84,3
4529,1,35,4.0,3,0,0,49,1
4530,1,28,3.5,1,0,0,44,1
4531,3,28,4.0,4,1,0,87,3
4532,1,24,3.5,1,0,0,62,2
4533,1,39,1.0,3,0,0,47,1
4534,1,27,1.0,3,0,0,78,3
4535,1,40,3.0,7,0,0,49,1
4536,1,42,4.0,12,1,0,90,2
4537,2,32,5.0,2,1,0,50,1
4538,3,37,3.0,5,0,0,57,2
4539,2,28,3.0,6,0,0,68,3
4540,1,44,3.0,16,0,0,76,3
4541,1,46,5.0,9,1,0,61,2
4542,1,34,5.0,4,1,0,52,1
4543,1,35,5.0,7,1,0,86,3
4544,1,37,5.0,8,1,0,88,3
4545,2,28,4.0,3,0,0,48,1
4546,1,24,3.5,1,0,0,48,1
4547,1,27,3.5,1,0,0,81,3
4548,1,32,5.0,6,1,0,55,2
4549,2,28,4.0,5,0,0,91,3
4550,2,33,5.0,6,1,0,80,3
4551,1,34,3.0,7,0,0,48,1
4552,1,37,3.0,11,0,0,72,3
4553,1,56,4.0,2,1,1,79,3
4554,2,35,5.0,7,1,0,87,3
4555,1,54,4.0,10,0,0,48,1
4556,1,32,3.0,2,0,0,75,3
4557,1,28,3.0,2,0,0,58,2
4558,2,32,3.0,4,1,0,56,2
4559,1,30,2.0,4,0,0,48,1
4560,1,33,3.0,8,0,0,47,2
4561,1,39,3.0,10,1,0,55,2
4562,1,58,5.0,16,1,0,50,1
4563,1,25,1.0,2,0,0,49,1
4564,1,27,3.5,1,0,0,80,3
4565,1,33,5.0,8,0,0,78,3
4566,1,33,4.0,7,0,0,60,2
4567,1,38,3.0,2,0,0,78,3
4568,1,50,3.0,8,0,0,53,2
4569,1,36,1.0,10,0,0,50,2
4570,1,27,3.5,1,1,0,85,3
4571,1,29,3.5,1,0,0,52,1
4572,4,25,2.0,5,0,0,51,1
4573,1,36,4.0,4,1,0,74,3
4574,1,28,4.0,4,0,0,71,3
4575,1,40,5.0,6,0,0,50,1
4576,1,31,5.0,4,0,0,59,2
4577,1,34,1.0,10,0,0,50,1
4578,1,29,3.0,2,0,0,82,3
4579,1,40,5.0,5,1,0,63,2
4580,1,49,4.0,19,0,0,81,3
4581,1,51,1.0,14,0,0,61,2
4582,1,27,1.0,5,1,0,52,1
4583,1,31,5.0,3,1,0,99,3
4584,1,45,4.0,14,0,0,70,3
4585,4,35,4.0,10,0,0,68,3
4586,1,46,1.0,6,0,0,43,1
4587,1,28,4.0,3,0,0,47,1
4588,1,34,1.0,7,1,0,48,1
4589,2,31,3.0,4,0,0,48,1
4590,1,54,4.0,3,0,0,52,1
4591,1,34,5.0,7,1,0,44,1
4592,1,36,5.0,8,0,0,49,1
4593,1,59,3.0,3,0,0,68,3
4594,1,30,2.0,7,0,0,66,3
4595,1,24,3.5,1,1,0,54,2
4596,1,27,3.5,1,0,0,73,3
4597,1,29,3.5,1,1,0,75,3
4598,1,32,1.0,2,0,0,52,2
4599,1,39,5.0,8,0,0,51,1
4600,1,25,2.0,2,0,0,49,1
4601,2,30,4.0,5,0,0,89,3
4602,1,58,5.0,16,1,0,60,2
4603,1,37,3.0,5,0,0,44,1
4604,1,51,1.0,11,0,0,53,1
4605,1,52,4.0,9,0,0,59,2
4606,1,34,1.0,10,0,0,44,1
4607,2,40,3.0,5,0,0,46,1
4608,1,23,4.0,2,1,0,82,3
4609,1,28,3.5,1,1,0,78,3
4610,1,32,3.0,6,1,0,70,3
4611,2,31,2.0,4,0,0,45,1
4612,1,40,3.0,14,0,0,65,3
4613,1,29,3.0,5,0,0,47,1
4614,1,28,3.0,3,0,0,75,3
4615,1,26,3.0,2,1,0,85,3
4616,1,30,3.5,1,0,0,46,1
4617,1,56,3.0,28,0,0,66,3
4618,1,28,3.5,1,0,0,62,2
4619,1,40,5.0,7,1,0,55,1
4620,1,48,4.0,20,0,0,69,3
4621,1,30,3.5,1,0,0,63,2
4622,1,35,3.0,5,0,0,89,3
4623,1,43,4.0,14,0,0,82,3
4624,2,24,3.0,1,0,0,79,2
4625,1,36,3.0,3,0,0,50,1
4626,3,27,3.0,3,0,0,50,1
4627,1,40,1.0,10,0,0,72,3
4628,1,29,1.0,5,0,0,79,3
4629,1,37,5.0,3,1,0,84,2
4630,1,42,4.0,5,0,0,61,2
4631,1,34,4.0,9,0,0,69,3
4632,1,29,5.0,7,0,0,49,2
4633,1,26,5.0,2,1,0,85,3
4634,3,57,5.0,3,0,0,71,3
4635,1,36,3.0,8,0,0,49,1
4636,1,34,3.0,4,0,0,71,3
4637,2,51,3.0,20,0,0,62,2
4638,1,30,4.0,2,0,0,65,2
4639,1,38,3.0,6,0,0,48,1
4640,1,26,3.0,3,1,0,60,2
4641,1,40,3.5,1,1,0,76,3
4642,1,40,3.0,10,0,0,62,2
4643,1,54,2.0,12,0,0,81,3
4644,1,36,5.0,8,1,0,69,3
4645,1,39,3.0,11,1,0,60,2
4646,2,39,5.0,4,0,0,59,2
4647,1,44,4.0,15,0,0,67,3
4648,1,51,5.0,3,1,0,48,1
4649,2,26,3.0,1,0,0,48,1
4650,1,37,4.0,2,0,0,50,1
4651,1,41,3.0,7,0,0,47,2
4652,2,52,1.0,9,0,0,50,1
4653,1,36,3.0,4,1,1,69,3
4654,2,25,3.0,2,0,0,88,3
4655,1,34,1.0,2,0,1,84,3
4656,2,35,3.0,5,0,0,81,3
4657,1,34,3.0,7,0,0,82,3
4658,1,39,4.0,11,1,0,68,3
4659,1,29,3.0,3,0,0,42,1
4660,1,35,3.0,7,0,0,77,3
4661,1,39,3.0,10,0,0,68,3
4662,1,31,4.0,3,0,0,71,3
4663,1,33,3.0,10,0,0,70,3
4664,1,31,5.0,2,1,0,86,3
4665,1,55,3.0,7,0,0,81,3
4666,1,41,1.0,3,1,0,79,3
4667,1,29,3.0,5,0,0,48,1
4668,1,31,3.0,3,0,0,53,1
4669,1,35,1.0,4,0,0,58,2
4670,1,28,3.0,2,0,0,63,2
4671,1,32,5.0,4,0,0,52,1
4672,1,40,3.0,11,0,0,47,1
4673,1,32,2.0,3,0,0,47,1
4674,2,27,3.0,7,1,0,85,3
4675,1,32,1.0,2,1,0,86,3
4676,1,51,5.0,6,1,0,68,3
4677,1,30,3.0,3,1,0,69,3
4678,2,41,3.0,8,0,0,69,3
4679,1,25,3.0,2,0,0,50,1
4680,1,35,4.0,6,1,0,64,2
4681,1,38,3.0,3,0,0,63,1
4682,1,42,1.0,3,0,0,46,1
4683,1,54,4.0,9,1,0,69,3
4684,1,39,4.0,2,1,0,73,3
4685,1,30,5.0,7,0,0,58,2
4686,1,31,3.0,5,0,0,74,3
4687,1,39,5.0,4,0,0,46,1
4688,1,28,3.5,1,1,0,81,3
4689,1,31,3.0,7,0,0,79,3
4690,1,39,5.0,4,1,0,60,2
4691,3,29,3.0,5,0,0,84,3
4692,1,29,3.5,1,0,0,87,3
4693,1,30,5.0,2,0,0,67,3
4694,2,33,5.0,7,0,0,63,2
4695,1,23,3.5,1,0,0,56,2
4696,1,34,3.0,5,0,0,87,3
4697,1,25,1.0,4,0,0,65,3
4698,1,30,3.0,2,1,0,68,3
4699,2,32,5.0,5,1,0,57,2
4700,1,37,5.0,8,0,0,68,3
4701,1,32,2.0,4,1,0,68,3
4702,1,39,3.0,5,0,0,48,1
4703,1,28,4.0,3,0,0,52,1
4704,1,26,1.0,2,0,0,48,1
4705,1,34,3.0,8,0,0,78,3
4706,1,46,5.0,4,1,0,57,2
4707,3,37,3.0,9,1,0,58,2
4708,1,27,4.0,3,1,0,78,3
4709,1,33,4.0,7,1,0,50,1
4710,1,37,4.0,10,0,0,85,3
4711,1,35,1.0,3,0,0,57,1
4712,3,37,3.0,4,0,0,64,3
4713,1,31,3.0,7,0,0,47,2
4714,1,29,1.0,2,0,0,48,1
4715,1,35,3.0,9,1,0,70,3
4716,2,26,3.0,2,0,0,62,2
4717,1,52,3.0,3,0,0,78,3
4718,1,36,2.0,4,0,0,78,3
4719,1,33,5.0,7,1,0,56,2
4720,1,34,3.0,9,0,0,45,1
4721,1,36,5.0,10,1,0,44,1
4722,2,30,3.5,1,1,0,83,3
4723,1,30,4.0,2,1,0,85,3
4724,1,36,3.0,4,0,0,60,2
4725,1,43,3.0,13,0,0,48,1
4726,1,41,1.0,7,0,0,51,1
4727,1,35,4.0,3,1,0,97,2
4728,1,34,5.0,6,0,0,58,2
4729,1,39,5.0,4,0,0,45,1
4730,1,31,4.0,8,1,0,51,1
4731,1,48,1.0,3,0,0,53,1
4732,1,36,1.0,3,1,0,49,1
4733,1,51,5.0,4,1,0,54,1
4734,2,45,3.0,15,0,0,84,3
4735,1,42,4.0,3,1,0,79,3
4736,1,25,2.0,3,0,0,55,2
4737,1,54,1.0,22,0,0,53,1
4738,1,46,4.0,2,1,0,61,2
4739,1,29,3.0,2,0,0,57,2
4740,1,27,5.0,7,0,0,46,1
4741,1,39,5.0,11,1,0,64,2
4742,2,28,4.0,6,0,0,89,3
4743,1,31,4.0,5,0,0,57,2
4744,1,38,3.0,2,1,0,71,3
4745,1,31,3.0,2,1,0,50,1
4746,1,32,3.0,3,0,0,48,2
4747,1,28,1.0,2,1,0,86,3
4748,2,34,3.0,4,0,0,52,1
4749,1,34,3.0,7,0,0,49,1
4750,1,28,4.0,3,1,0,87,3
4751,2,30,3.0,2,0,0,76,3
4752,1,39,5.0,3,1,0,72,3
4753,1,35,3.0,8,0,0,80,3
4754,1,39,3.0,2,0,0,78,2
4755,1,35,1.0,10,0,0,48,1
4756,1,48,3.0,7,0,0,48,1
4757,1,33,3.0,4,1,0,50,2
4758,1,40,3.0,11,0,0,82,3
4759,2,24,3.5,1,0,0,78,3
4760,1,37,4.0,4,1,0,61,2
4761,2,30,2.0,4,0,0,65,3
4762,1,31,3.0,2,0,0,81,3
4763,1,33,3.0,9,1,0,51,1
4764,1,33,3.0,6,0,0,78,3
4765,1,31,3.0,5,1,0,51,1
4766,1,40,3.0,12,1,0,60,2
4767,1,58,5.0,18,1,0,79,3
4768,1,39,3.0,5,1,0,49,1
4769,1,32,4.0,3,0,0,60,2
4770,1,26,1.0,5,0,0,84,3
4771,1,35,1.0,5,1,0,47,1
4772,1,28,1.0,6,0,0,87,3
4773,1,30,1.0,5,0,0,79,3
4774,1,23,3.5,1,0,0,82,3
4775,2,38,5.0,8,0,0,82,3
4776,1,38,3.0,2,1,0,66,3
4777,1,38,2.0,3,0,0,63,2
4778,1,33,1.0,8,0,0,78,3
4779,1,39,4.0,5,1,0,47,1
4780,2,36,3.0,7,0,0,83,3
4781,1,34,3.0,6,0,0,83,3
4782,1,27,1.0,4,0,0,69,3
4783,1,33,1.0,7,0,0,51,1
4784,1,38,3.0,10,0,0,64,2
4785,1,26,3.0,2,0,0,84,3
4786,1,37,2.0,8,0,0,49,1
4787,1,49,3.0,17,1,0,59,2
4788,1,24,3.0,2,1,0,49,1
4789,1,25,5.0,3,1,0,47,1
4790,2,58,4.0,29,0,0,50,1
4791,1,25,3.5,1,1,0,55,2
4792,1,28,1.0,5,0,0,72,2
4793,1,36,3.0,3,0,0,77,3
4794,1,30,1.0,3,1,0,50,1
4795,1,34,2.0,3,0,0,46,1
4796,1,33,3.0,4,0,0,64,2
4797,1,36,5.0,6,1,0,53,1
4798,1,31,4.0,3,0,0,57,2
4799,2,30,1.0,3,0,0,47,1
4800,1,33,4.0,8,0,0,60,2
4801,1,33,1.0,7,1,1,62,2
4802,3,37,3.0,4,0,0,83,3
4803,2,33,3.0,4,1,0,80,3
4804,1,30,1.0,3,0,0,51,1
4805,1,50,1.0,15,0,0,77,3
4806,2,33,3.0,4,0,0,73,3
4807,1,20,1.0,2,0,0,52,1
4808,1,29,3.5,1,1,0,48,1
4809,2,29,4.0,9,0,0,68,3
